X,Y,Z
-34.89641820129596,-8.045478361702179,16.0
-34.8964164574449,-8.045505988720953,16.0
-34.89641227220235,-8.045525327634094,16.0
-34.89641078992894,-8.04555663825537,16.0
-34.8963900381013,-8.045584035048988,16.0
-34.896358910359844,-8.045634914808561,16.0
-34.896325817744334,-8.045684065202424,16.0
-34.89631147761094,-8.04571319136175,16.0
-34.89629961942372,-8.045739283546148,16.0
-34.89628614421097,-8.045777235814361,16.0
-34.89628043706204,-8.045791467914942,16.0
-34.89625885690514,-8.04430421340432,16.0
-34.89626641649949,-8.044307344466448,16.0
-34.89626997395566,-8.0443094318412,16.0
-34.89628614421097,-8.044318445504901,16.0
-34.896322423629925,-8.04433632686204,16.0
-34.896358910359844,-8.044366834646873,16.0
-34.896375080615144,-8.04436825785693,16.0
-34.89644784676402,-8.044382489957512,16.0
-34.89650584876674,-8.044355263330313,16.0
-34.896536783168195,-8.044337760498545,16.0
-34.89655998396929,-8.044324633374718,16.0
-34.896590145010705,-8.04430421340432,16.0
-34.896014281793654,-8.045165255489417,16.0
-34.896015869943724,-8.045176437854158,16.0
-34.89600316474313,-8.045243532042608,16.0
-34.89594387380701,-8.045269624227004,16.0
-34.89591422833895,-8.045278321621803,16.0
-34.89587556033713,-8.045287775311802,16.0
-34.89586273884179,-8.045288850047086,16.0
-34.89582529193477,-8.0452957164114,16.0
-34.89579141139985,-8.045291988956487,16.0
-34.89577023606552,-8.045291988956487,16.0
-34.895736355530595,-8.045287019016602,16.0
-34.89569400486194,-8.045280806591746,16.0
-34.895686946417165,-8.045278321621803,16.0
-34.89564741912642,-8.045269624227004,16.0
-34.89562370275197,-8.045264405790125,16.0
-34.8955881281903,-8.045243532042608,16.0
-34.89556959977276,-8.045233747473459,16.0
-34.89555848272224,-8.04522787673197,16.0
-34.895527548320786,-8.045192482116613,16.0
-34.89551401452015,-8.045165255489417,16.0
-34.89549919178612,-8.04513916330502,16.0
-34.89549178041911,-8.045106548074523,16.0
-34.89548436905209,-8.045086978936226,16.0
-34.895481021983116,-8.045076878735815,16.0
-34.89546954631806,-8.045008702383036,16.0
-34.89550067405953,-8.044957822623461,16.0
-34.89552614221163,-8.044930425829845,16.0
-34.89554301552151,-8.044916812516247,16.0
-34.89555848272224,-8.044909552082327,16.0
-34.89558584776968,-8.044906340736556,16.0
-34.89561602980729,-8.044902798811073,16.0
-34.89564741912642,-8.044899115208569,16.0
-34.895686946417165,-8.044895636250649,16.0
-34.89569569888869,-8.044894642262673,16.0
-34.895736355530595,-8.04489128755325,16.0
-34.89577481451619,-8.044885998596953,16.0
-34.89578849066408,-8.044884539574527,16.0
-34.89582529193477,-8.044879776295428,16.0
-34.895862918875004,-8.044897308826572,16.0
-34.89589940560492,-8.044917379737647,16.0
-34.89591422833895,-8.044925207392966,16.0
-34.895917716041076,-8.044927356161093,16.0
-34.895922313466606,-8.044930425829845,16.0
-34.895964496741314,-8.04496445911384,16.0
-34.89600316474313,-8.045001586332745,16.0
-34.89600703154331,-8.045005299054637,16.0
-34.89601057611014,-8.045008702383036,16.0
-34.89601124987078,-8.045015818433326,16.0
-34.89601124987078,-8.045079862885936,16.0
-34.89601205838355,-8.045086978936226,16.0
-34.89601304656581,-8.045095676331025,16.0
-34.89601304656581,-8.045156558094618,16.0
-34.896014281793654,-8.045165255489417,16.0
-34.897159337997444,-8.044766045068146,17.0
-34.897116071638656,-8.044733676655609,17.0
-34.89707040159327,-8.044695596170273,17.0
-34.89703023676557,-8.044652670318523,17.0
-34.89699258223961,-8.044617319617084,17.0
-34.89698720302162,-8.044612269516877,17.0
-34.896981465189086,-8.044607535047934,17.0
-34.896966642455055,-8.044604273524884,17.0
-34.896914762885956,-8.044597750478784,17.0
-34.89689252878491,-8.044591227432687,17.0
-34.896873805331396,-8.044600840342726,17.0
-34.89685695422324,-8.044617319617084,17.0
-34.896831677560996,-8.044642038528616,17.0
-34.896803592380735,-8.044695596170273,17.0
-34.89676679111004,-8.044741482425591,17.0
-34.8967368900776,-8.044773872723464,17.0
-34.89672482013703,-8.044782818615257,17.0
-34.89671465597655,-8.044789528034102,17.0
-34.89668156336104,-8.044823023117328,17.0
-34.89664997495533,-8.044852149276654,17.0
-34.8966375777596,-8.044862586150414,17.0
-34.89662571957238,-8.044871718414953,17.0
-34.89659713287103,-8.044905265509177,17.0
-34.896575692845026,-8.044930425829845,17.0
-34.896560727584706,-8.044951500286473,17.0
-34.896536783168195,-8.044985219417079,17.0
-34.896526521275405,-8.044999670473052,17.0
-34.896520107592416,-8.045008702383036,17.0
-34.896511372767,-8.045031067112518,17.0
-34.896503131555804,-8.045057360780966,17.0
-34.89648889433518,-8.045086978936226,17.0
-34.896476691003215,-8.04511236592645,17.0
-34.89644784676402,-8.045154073124676,17.0
-34.89644125888223,-8.045159457226218,17.0
-34.89643302402999,-8.045165255489417,17.0
-34.89639311666914,-8.04519536185603,17.0
-34.896358910359844,-8.045214178335161,17.0
-34.896320794758054,-8.045209984948382,17.0
-34.89630808955745,-8.045209984948382,17.0
-34.89626997395566,-8.045204393766012,17.0
-34.896236622804096,-8.045194609196864,17.0
-34.896181037551486,-8.045165255489417,17.0
-34.896136569349395,-8.045126117212822,17.0
-34.89610988842814,-8.045086978936226,17.0
-34.89610256425368,-8.045077769929968,17.0
-34.89609210114731,-8.045047840659631,17.0
-34.896085259885446,-8.045014723656358,17.0
-34.896084689780295,-8.045008702383036,17.0
-34.89604569954513,-8.04497126577064,17.0
-34.89600316474313,-8.044930425829845,17.0
-34.895952593062326,-8.044896659473567,17.0
-34.89591422833895,-8.044873023024172,17.0
-34.89589940560492,-8.044865195368853,17.0
-34.89586976013686,-8.044852149276654,17.0
-34.89583981216403,-8.044839369431235,17.0
-34.89582529193477,-8.04483373126414,17.0
-34.8958055282894,-8.044834754487058,17.0
-34.89574906073119,-8.044840966911913,17.0
-34.895736355530595,-8.044841712402896,17.0
-34.895725238480075,-8.044842364707506,17.0
-34.895653771726714,-8.044846558094283,17.0
-34.89564741912642,-8.044846930839775,17.0
-34.89564202904132,-8.044847405243129,17.0
-34.89560295092433,-8.044852149276654,17.0
-34.895563714275426,-8.044856753779783,17.0
-34.89555848272224,-8.044857367713535,17.0
-34.89554577752164,-8.044863331641396,17.0
-34.89550093563718,-8.044879776295428,17.0
-34.89546954631806,-8.044904333645448,17.0
-34.896230446664916,-8.045791467914942,17.0
-34.89623688134016,-8.045762341755616,17.0
-34.89624677315457,-8.04573361133215,17.0
-34.89625218667483,-8.04571319136175,17.0
-34.89625555183607,-8.045700497866639,17.0
-34.89626997395566,-8.045666225429837,17.0
-34.89627958870206,-8.045643377138635,17.0
-34.89628479668969,-8.045634914808561,17.0
-34.89629961942372,-8.045608822624164,17.0
-34.89630888363249,-8.04559088424739,17.0
-34.896332229438585,-8.04555663825537,17.0
-34.89632333579817,-8.045525327634094,17.0
-34.89632146345282,-8.045511320250892,17.0
-34.89630808955745,-8.045478361702179,17.0
-34.89629961942372,-8.045452269517783,17.0
-34.89626997395566,-8.045400085148989,17.0
-34.89622056484223,-8.045365295569793,17.0
-34.896181037551486,-8.045347900780195,17.0
-34.896157321177036,-8.045342682343316,17.0
-34.89611581752175,-8.045342682343316,17.0
-34.89609210114731,-8.045339203385396,17.0
-34.896072337501934,-8.045339203385396,17.0
-34.89602742012609,-8.045343156746668,17.0
-34.89600316474313,-8.045343156746668,17.0
-34.895977754341935,-8.045344173325281,17.0
-34.89594489606453,-8.045348800510691,17.0
-34.89591422833895,-8.045349764507652,17.0
-34.89588246533746,-8.045349764507652,17.0
-34.89585864308634,-8.045351162303245,17.0
-34.89582529193477,-8.045351162303245,17.0
